PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Dewangan, Ashish; Yadav, Ashok Kumar; Mallick, Ashis								Current scenario of biodiesel development in India: prospects and challenges								ENERGY SOURCES PART A-RECOVERY UTILIZATION AND ENVIRONMENTAL EFFECTS				40	20			2494	2501		10.1080/15567036.2018.1502849				2018	2018	For adeveloping nation like India, the current energy portfolio is dominated by fossil fuels such as oil, coal, and petroleum products. Due to the rapid depletion and limited available resources, the price of fossil fuel increases. Also, fossil fuel induces climate change, environmental pollution, andrising global temperature. There is urgent need to shift from conventional energy to renewable energy source for sustainable and economic growth and to enhance a country's energy security. Biofuel offers an attractive source of energy for the substitution of fossil fuels, and looking at the huge demand for diesel in all sectors of the economy, the biodiesel is being viewed as the best substitute for diesel. The other advantage for biofuel promotion in India is climate change mitigation through reduced greenhouse gas (GHG) emission. This article provides the current status of biodiesel development in India and discusses the role played by thecentre and state government in promoting second-generation feedstock (nonedible seeds) and third-generation feedstock (algae) for biodiesel production.									6	0	0	0	0	6	1	1	1556-7036	1556-7230		WOS:000444494700015		
J	Eker, Sibel; Zimmermann, Nici; Carnohan, Shane; Davies, Mike				Zimmermann, Nici/Q-7969-2019; Eker, Sibel/I-3780-2019; Zimmermann, Nici/O-3196-2017	Zimmermann, Nici/0000-0003-2344-7238; Eker, Sibel/0000-0003-2264-132X; Zimmermann, Nici/0000-0003-2344-7238; Davies, Michael/0000-0003-2173-7063; Carnohan, Shane/0000-0003-0083-0269			Participatory system dynamics modelling for housing, energy and wellbeing interactions								BUILDING RESEARCH AND INFORMATION				46	7			738	754		10.1080/09613218.2017.1362919				2018	2018	The built environment is a key target of decarbonization policies. However, such policies often have a narrow objective and narrow focus, resulting in policy-resistance' and unintended consequences. The literature attributes these unintended consequences to a narrow financial focus, adverse incentives, and inadequate handling of knowledge, skills, communication and feedback gaps, but it provides little advice on how these complex interactions can be captured. This paper illustrates the development and application of an integrated approach to address these complex interactions with regard to housing performance, energy, communal spaces and wellbeing. In particular, it explores the dynamics created by these relationships with simulation modelling in participatory settings, and with a diverse group of stakeholders. The simulation results suggest that monitoring is key to improve the performance of the housing stock besides energy efficiency; and investments in communal spaces positively affect the adoption of energy-efficiency measures and the wellbeing of residents. The evaluation results for participatory workshops show this approach was found useful by the stakeholders for supporting more integrated decision-making about housing. In future research, this approach can be implemented for policy problems in specific contexts.									1	0	0	0	0	1	1	6	0961-3218	1466-4321		WOS:000441993000004		
J	ARUOVA, Liazat B.							АРУОВА, Лязат Боранбаевна					The Ways for Reducing Greenhouse Gases in Cements and Concretes Production in the Republic of Kazakhstan				Promyshlennoe i grazhdanskoe stroitel'stvo	Промышленное и гражданское строительство				5			68	73						2018	2018	The article is devoted to the analysis of ways for solving the problem of reducing greenhouse gases in energy-intensive cement production and various types of concretes in the Republic of Kazakhstan. The problem of the greenhouse effect today is a manifestation of the global environmental crisis throughout the world. The production of cement is growing rapidly in the republic, and the demand for it will increase continuously. Cement producers are also one of the major sources of greenhouse gas emissions, as are thermal power plants. A high scale of energy consumption and a large number of emissions into the environment is characterized by the production of cement, which includes multi-stage mechanical high-temperature processing of raw materials. High energy consumption and significant discharges to the air atmosphere of greenhouse gases are also characterized by the production of reinforced concrete structures. The calculation of greenhouse gas emissions at cement manufacturing enterprises has outlined the main directions for reducing the amount of greenhouse gases at cement manufacturing enterprises. The calculation of heat treatment of reinforced concrete structures with natural gas was made, which indicated: reduction of emissions at the stage of decarbonization and reduction of emissions in the fuel consumption of cements, reduction of emissions at the stage of heat treatment due to reduction of energy consumption spent in the manufacture of reinforced concrete products and structures. The authors proposed effective ways of solving this problem by means of renewable energy sources. The development and implementation of innovative technologies that promote environmental protection today play an important role in terms of sustainable development. It is necessary to introduce new environmentally effective technologies that make it possible to ensure the interaction between economic development and environmental protection at all levels. Modern development of production must correspond to the state of the environment. The introduction of environmentally friendly technologies today must effectively solve environmental problems, providing a new attitude to nature, coordinating production and natural processes in a coherent system, managed by people.			Рассмотрено решение проблемы уменьшения эмиссии парниковых выбросов при организации высокоэнергоемких предприятий по производству цемента, а также железобетонных и других конструкций, изделий в Республике Казахстан. Проблема парникового эффекта сегодня - это проявление глобального экологического кризиса во всем мире. Казахстан ратифицировал Киотский протокол еще в 2009 г., затем было подписано Парижское соглашение в соответствии с указом президента Республики Казахстан от 20 июля 2016 г., а 27 октября 2016 г. парламент Республики Казахстан ратифицировал данное соглашение. Таким образом, Казахстан присоединился к уже вступившему в силу Парижскому соглашению. Ратификация Парижского соглашения показывает готовность Казахстана участвовать в решении одной из ключевых глобальных проблем cовременности, каковой является изменение климата. Страны-участницы Парижского соглашения договорились не допускать повышения средних температур более чем на 2 °С к 2100 г., иначе все человечество будет сталкиваться с необратимыми последствиями для экологической системы. В Республике Казахстан отмечаются высокие темпы строительства. С 2010 г. ведутся работы по модернизации железных и автомобильных дорог, планируется рост транспортной инфраструктуры по маршрутам, связывающим Китай и Европу, для расширения международной торговли. Увеличиваются объемы строительства в рамках программы «Доступное жилье-2020», при реализации которой поддерживаются национальные производители строительных материалов. Производство цемента быстро растет в республике, и потребность в нем будет непрерывно увеличиваться. Однако это производство становится одним из крупных источников выбросов парниковых газов, как и тепловые электростанции. Высоким энергопотреблением и большим количеством выбросов в окружающую среду характеризуется производство цемента, которое включает многостадийную механическую высокотемпературную переработку сырья. В республике предприятия по производству цемента применяют в основном «мокрый» способ, сегодня начинают работать предприятия, использующие «сухой» способ. При производстве 6500 тыс. т в год цемента сжигается в пересчете на уголь 1 947 тыс. т условного топлива. Высокое энергопотребление и существенные выбросы парниковых газов в атмосферу имеет также производство железобетонных конструкций. В основном процесс тепловой обработки конечного продукта происходит в различных термокамерах при температуре свыше 100 °С в течение 10-12 ч. Крупные предприятия по производству различных видов бетонов имеют котельные установки, работающие на разных видах органического топлива. При их сжигании электростанции с дымовыми газами выбрасывают в воздушное пространство достаточно большое количество вредных веществ (золы, оксиды азота, углерода, серы). Выполненный расчет эмиссии парниковых выбросов на предприятиях по производству цемента показал основные направления снижения количества парниковых газов на предприятиях по получению цементов. Тепловая обработка железобетонных конструкций природным газом позволила уменьшить выбросы: на этапе декарбонизации, при топливопотреблении цементов, на этапе тепловой обработки в результате сокращения энергопотребления, затрачиваемого при изготовлении железобетонных изделий и конструкций. Экологическая безопасность - важная составляющая национальной безопасности страны, которая не может быть отделена от экологических проблем. Экологическая безопасность населения напрямую зависит от качества атмосферного воздуха. Предложены эффективные пути решения данной проблемы при использовании нетрадиционных источников энергии. Разработанные и внедренные инновационные технологии способствуют чистоте окружающего воздуха, что будет обязательным условием для устойчивого развития. Новые экологически безопасные эффективные технологии позволят совершенствовать работу по экономическому развитию и защите окружающей среды на всех уровнях. Современное развитие производства не должно наносить вред окружающей среде. Внедрение безопасных экологически чистых технологий сегодня должно быть актуально для решения экологических проблем, сохранения окружающей среды.						0	0	0	0	0	0	0	2	0869-7019			RSCI:35129447		
J	Balasbaneh, Ali Tighnavard; Bin Marsono, Abdul Kadir; Kermanshahi, Emad Kasra				balasbaneh, Ali Tighnavard/T-2452-2017	balasbaneh, Ali Tighnavard/0000-0002-7823-0477			Balancing of life cycle carbon and cost appraisal on alternative wall and roof design verification for residential building								CONSTRUCTION INNOVATION-ENGLAND				18	3			274	300		10.1108/CI-03-2017-0024				2018	2018	Purpose The purpose of this study is to describe life cycle cost (LCC) and life cycle assessment (LCA) evaluation for single story building house in Malaysia. Two objective functions, namely, LCA and LCC, were evaluated for each design and a total of 20 alternatives were analyzed. Two wall schemes that have been adopted from two different recent studies toward mitigation of climate change require clarification in both life cycle objectives.Design/methodology/approach For this strategic life cycle assessment, Simapro 8.3 tool has been chosen over a 50-year life span. LCC analysis was also used to determine not only the most energy-efficient strategy, but also the most economically feasible one. A present value (PV)-based economic analysis takes LCC into account.Findings The results will appear in present value and LC carbon footprint saving, both individually and in combination with each other. Result of life cycle management shows that timber wall-wooden post and beam covered by steel stud (W5) and wood truss with concrete roof tiles (R1) released less carbon emission to atmosphere and have lower life cycle cost over their life span. W5R1 releases 35 per cent less CO2 emission than the second best choice and costs 25 per cent less.Originality/value The indicator assessed was global warming, and as the focus was on GHG emissions, the focus of this study was mainly in the context of Malaysian construction, although the principles apply universally. The result would support the adoption of sustainable building for building sector.									0	0	0	0	0	0	1	5	1471-4175	1477-0857		WOS:000438916200001		
S	Rohmah, Nabila Asyiqotur; Apriliani, Erna			IOP					Rainfall estimation with TFR model using Ensemble Kalman filter								INTERNATIONAL CONFERENCE ON MATHEMATICS: PURE, APPLIED AND COMPUTATION		Journal of Physics Conference Series		974						UNSP 012031	10.1088/1742-6596/974/1/012031				2018	2018	Rainfall fluctuation can affect condition of other environment, correlated with economic activity and public health. The increasing of global average temperature is influenced by the increasing of CO2 in the atmosphere, which caused climate change. Meanwhile, the forests as carbon sinks that help keep the carbon cycle and climate change mitigation. Climate change caused by rainfall intensity deviations can affect the economy of a region, and even countries. It encourages research on rainfall associated with an area of forest. In this study, the mathematics model that used is a model which describes the global temperatures, forest cover, and seasonal rainfall called the TFR (temperature, forest cover, and rainfall) model. The model will be discretized first, and then it will be estimated by the method of Ensemble Kalman Filter (EnKF). The result shows that the more ensembles used in estimation, the better the result is. Also, the accurateness of simulation result is influenced by measurement variable. If a variable is measurement data, the result of simulation is better.					International Conference on Mathematics - Pure, Applied and Computation (ICoMPAC)International Conference on Mathematics - Pure, Applied and Computation (ICoMPAC)	NOV 01, 2017NOV 01, 2017	Inst Teknologi Sepuluh Nopember Surabaya, Dept MathInst Teknologi Sepuluh Nopember Surabaya, Dept Math	Surabaya, INDONESIASurabaya, INDONESIA	0	0	0	0	0	0	0	0	1742-6588	1742-6596	*****************	WOS:000435507900031		
J	Ambrose, Angelina F.; Rasiah, Rajah; Al-Amin, Abul Quasem; Chen, Zhang				Rasiah, Rajah/X-9122-2019; Rasiah, Rajah/B-9552-2010; Al-Amin, Abul Quasem/B-8135-2010	Rasiah, Rajah/0000-0002-6654-3011; Al-Amin, Abul Quasem/0000-0002-6097-1197			Introducing hydrogen fuel cell vehicles in Malaysia								JOURNAL OF THE ASIA PACIFIC ECONOMY				23	2	SI		263	278		10.1080/13547860.2018.1442151				2018	2018	This paper attempts to evaluate potential reductions in climate damage following the introduction of hydrogen fuel cell vehicles in Malaysia over the period 2015-2030. The simulation produced interesting results. While gross climate damage under the BAU scenario increased to RM7.1 billion in 2030, the commensurate damage under the slow, moderate and high hydrogen adaptation fell to MYR2.0 billion, MYR1.7 billion and MYR1.2 billion, respectively. CO2 emissions will fall from 214MT under the BAU scenario to 203MT, 176MT and 122MT, respectively, under the slow, moderate and high scenarios, respectively. Although real GDP is expected to stagnate over the period 2015-2030 under all three adaptation scenarios, the welfare benefits are expected to expand from the greening environment. While the high adaptation scenarios offer the best quantitative results, the choice of the intensity of adaptation will depend on the regulatory framework and the extent to which consumers can adapt.									2	0	0	0	0	2	0	9	1354-7860	1469-9648		WOS:000435698000006		
J	van der Heijden, Jeroen				van der Heijden, Jeroen/K-3773-2015	van der Heijden, Jeroen/0000-0001-6188-0556			From leaders to majority: a frontrunner paradox in built-environment climate governance experimentation								JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT				61	8			1383	1401		10.1080/09640568.2017.1350147				2018	2018	This paper seeks to better understand the possible paradox of frontrunners in experimental climate governance. This paradox refers to the situation where frontrunners are required to push boundaries in terms of developing governance innovations and to experiment with these, but where, at the same time, a too strong focus on frontrunners may result in a situation where lessons from these experiments and the innovations developed do not resonate with the majority. In such a situation, an innovation may not be capable of being scaled up or of being transferred to another context. This paper draws lessons from a series of nine experimental and innovative governance instruments for low-carbon building development and transformation in Australia. It points out that for these instruments the frontrunners paradox provides a partial explanation as to why they have not yet been able to scale up from a small group of industry leaders to the large majority.									2	0	0	0	0	2	0	0	0964-0568	1360-0559		WOS:000432205600005		
J	Ford, Alistair; Dawson, Richard; Blythe, Phil; Barr, Stuart					Blythe, Phil/0000-0003-2134-1253			Land-use transport models for climate change mitigation and adaptation planning								JOURNAL OF TRANSPORT AND LAND USE				11	1			83	101		10.5198/jtlu.2018.1209				2018	2018	The adoption of the Paris Agreement has committed the world to limiting anthropogenic climate change to 2 degrees C above preindustrial levels, adapting to climate risks, and fostering climate resilience. Given the high proportion of global emissions released by cities and the concentration of people living in urban areas, this will require an unprecedented reduction in greenhouse gas emissions and transformation of the built environment on a yet unparalleled timescale. This poses substantial challenges for urban land-use and transport planning and for the use of land-use transport models (LUTM), which have historically been developed to test incremental changes rather than the rapid transformations implied by the Paris Agreement.This paper sets out the need for a new generation of tools to support the planning of a transition toward a low-carbon and resilient future, arguing that land-use and transport modeling tools are crucial to support this process. Recent developments in urban integrated assessment that link models of land-use and transport with other environmental models of greenhouse gas emissions and climate hazards show promise as platforms to assess the potential of urban policies in achieving the goals set out in the Paris Agreement.Hie paper concludes by defining challenges for the LUTM community if it is to achieve these goals. Crucial will be the adoption of new modeling approaches to better represent rapid social and technological change and to concurrently assess the resilience and sustainability implications of different land-use and transport policies. Simple models to explore multiple scenarios of change must be integrated with more sophisticated models for detailed design. Collaborative approaches will be necessary to allow multiple stakeholders to use these tools to explore urban futures and design radical urban transitions across multiple and interdependent urban sectors.									2	0	0	0	0	2	0	7	1938-7849			WOS:000432300300006		
J	Olawuyi, Damilola S.					Olawuyi, Damilola S./0000-0003-0700-981X			From technology transfer to technology absorption: addressing climate technology gaps in Africa								JOURNAL OF ENERGY & NATURAL RESOURCES LAW				36	1	SI		61	84		10.1080/02646811.2017.1379667				2018	2018	Despite many years of technology transfer to Africa under various mechanisms and programmes of the United Nations Framework Convention on Climate Change (UNFCCC), Africa remains the continent with the lowest level of technology required for climate change mitigation and adaptation. Several studies on how to fix Africa's climate technology needs, including policy prescriptions by African leaders, tend to focus primarily on the need for more technology transfer to the African continent. In contrast, this article emphasises how African countries can proactively address current technology gaps by strengthening their domestic capacities to absorb, assimilate and deploy imported climate technologies. This article examines the importance of climate technology absorption as a critical component of a holistic climate technology diffusion plan for Africa. It discusses inadequate access to information about imported climate technologies, weak legal protection for imported technologies, lack of domestic capacities to deploy and maintain imported technologies, the weak regulatory environment to stimulate clean technology entrepreneurship, and the absence or inadequacy of climate change laws, as barriers that must be addressed in order to effectively bridge current climate technology gaps in Africa.									3	0	0	0	0	3	0	4	0264-6811	2376-4538		WOS:000429064400004		
J	Siegmeier, Jan; Mattauch, Linus; Franks, Max; Klenert, David; Schultes, Anselm; Edenhofer, Ottmar				Edenhofer, Ottmar/E-1886-2013	Edenhofer, Ottmar/0000-0001-6029-5208; Klenert, David/0000-0003-3186-0938; Franks, Max/0000-0003-3758-6386			The fiscal benefits of stringent climate change mitigation: an overview								CLIMATE POLICY				18	3	SI		352	367		10.1080/14693062.2017.1400943				2018	2018	The Paris Agreement's very ambitious mitigation goals, notably to 'pursue efforts' to limit warming to 1.5 degrees C, imply that climate policy will remain a national affair for some time. One key obstacle to very ambitious national mitigation is that some policy makers perceive this to be in competition with major goals of fiscal policy, such as public investment or debt reduction. However, climate policy may actually contribute to these other objectives. Importantly, many fiscal implications of substantial carbon prices, which are essential for stringent mitigation targets such as the 1.5 degrees C goal, have long been neglected by economic analyses of climate change mitigation.We systematically review recent contributions on interactions between climate policy and public finance, which include many topics beyond the classic 'double dividend' of environmental tax swaps. We can thus identify new conclusions about climate policy designs that may overcome fiscal objections and research gaps. We find that national climate policy often aligns with other objectives, provided that climate policies and fiscal policies are integrated well. A first class of interactions concerns public revenue-raising: carbon pricing can replace distortionary taxes and alleviate international tax competition; climate policy also changes asset values, which impacts the base of non-climate taxes and boosts productive investment. Second, they concern public spending, which needs to be restructured as a part of climate policy, while carbon pricing revenues may be recycled for public investment. Third, distributional impacts of climate policies include changes to household expenditures, to asset values and to employment; balancing them often requires fiscal policies.Our findings underline that jointly considering climate policy and fiscal policy can help to make substantial mitigation politically feasible.									3	0	0	0	0	3	3	12	1469-3062	1752-7457		WOS:000427273800006		
J	Marquez-Ramos, Laura								The environmental impact of renewables								INTERNATIONAL JOURNAL OF GLOBAL WARMING				14	2			143	158		10.1504/IJGW.2018.10011103				2018	2018	The aim of this research is two-fold. Firstly, to introduce a trilemma of a global sustainable energy system and, secondly, to perform a quantitative assessment of the effect of renewables on the environmental impacts of electricity generation, taking into account the existing divergences between developed and developing countries. In a multi-regional, multi-country, and dynamic approach, a regression analysis is performed to determine the causal relationship between renewables and environmental indicators on climate change, human toxicity, respiratory impacts, ionising radiation, freshwater eutrophication, marine eutrophication, freshwater ecotoxicity, land use and mineral and fossil resource depletion. Results show that renewable energy consumption significantly improves environmental outcomes in both developed and developing countries. As a result, renewables represent a suitable climate change mitigation option.									0	0	0	0	0	0	0	3	1758-2083	1758-2091		WOS:000427488200001		
J	Lee, Jaekune; Kee, Hoyoung; Byun, Wanhee; 이정범								Analyzing the Economic and Environmental Benefits of Intercity Carpool			도시간 카풀의 경제-환경적 효과 분석					Journal of the Korean Society for Environmental Technology	한국환경기술학회지			19	1			30	36						2018	2018	The increase in vehicles is causing many urban problems. In order to solve these problems, a policy encouraging voluntary participation from citizens is necessary. Sharing of transportation is one transportation demand management technique that can solve these problems. This study quantitatively analyzed the effects of carpool on the economic and environmental benefits through the case study of the Land and Housing Institute. The economic benefit from carpooling was about 14.7 million won, and the economic benefit from the greenhouse gas reduction was about 650,000 won. Based on these studies, it is expected that the economic and environmental effect will increase if it is generalized the vehicles for commuting to Sejong city. It is necessary to analyze the impact of urban carpool on the economy and environment by analyzing the willingness to carpool and calculating participation rates in the future.				자동차의 증가는 많은 도시문제를 야기하고 있다. 이러한 문제를 해결하기 위해 시민의 자발적 참여를 유도하는 정책이 필요하며 교통수단의 공유는 이러한 문제를 해결할 수 있는 교통수요관리 기법 중 하나이다. 본 연구는 공유교통의 일환인 카풀에 대해 LH연구원의 사례를 통하여 카풀의 효과를 경제적, 환경적 편익으로 나누어 계량적으로 분석하였다. 카풀을 통한 경제적 효과는 약 1,470만원으로 나타났으며, 온실가스 감소로 인한 경제적 편익은 약 65만원에 이르는 것으로 나타났다. 이러한 연구를 바탕으로 연구소가 많이 이전된 세종시나 도시내 출퇴근용 카풀이 일반화될 경우 그 경제적, 환경적 효과는 크게 늘어날 것으로 판단된다. 향후, 각 도시의 카풀 이용 의사를 분석하고 참여율을 산정함으로써 각 도시별 카풀이 경제 및 환경에 미치는 영향을 분석해 볼 필요가 있다고 판단된다.					0	0	0	0	0	0	0	1	1229-8425			KJD:ART002319396		
J	Zachariadis, Theodoros; Michopoulos, Apostolos; Vougiouklakis, Yannis; Piripitsi, Katerina; Ellinopoulos, Christodoulos; Struss, Benjamin				Michopoulos, Apostolos/D-2264-2015	Michopoulos, Apostolos/0000-0003-3250-998X			Determination of Cost-Effective Energy Efficiency Measures in Buildings with the Aid of Multiple Indices								ENERGIES				11	1					191	10.3390/en11010191				JAN 2018	2018	Energy refurbishments of buildings can substantially contribute to economy-wide energy efficiency improvements, leading to decarbonisation and additional sustainability benefits. Prioritising the most economically promising investments is not straightforward because apart from cost-effectiveness calculations, several real-world constraints have to be taken into account. This paper describes an approach to assess the economically viable energy efficiency potential in the building sector of the Mediterranean island of Cyprus, with a combination of detailed engineering modelling, cost-effectiveness calculations and real-world considerations of budgetary, technical, behavioural and market constraints. We examine diverse cost-effectiveness indices and come up with a proposal for prioritising specific energy investments such as the installation of heat pumps, insulation of roofs, and replacement of lighting and electronic equipmentwithout however ignoring other measures that may be economically less favourable but can realistically be implemented in a limited number of buildings. Finally we address the governance of energy efficiency policies, focusing on weaknesses of the current regulatory environment in Cyprus, which can be generalised for many other countries facing similar dilemmas.									4	0	0	0	0	4	4	6	1996-1073			WOS:000424397600191		
J	Tozer, Laura; Klenk, Nicole					Klenk, Nicole Lisa/0000-0001-8224-6992			Discourses of carbon neutrality and imaginaries of urban futures								ENERGY RESEARCH & SOCIAL SCIENCE				35				174	181		10.1016/j.erss.2017.10.017				JAN 2018	2018	By analyzing the discourses in carbon governance texts, this paper identifies visions for the built environment in carbon neutral urban futures and the storylines driving those urban imaginaries. Local authorities have begun aiming for 'carbon neutral' transformations, but it is not clear what kind of city will result. Different imaginaries about the futurity of energy will send cities down divergent sociotechnical paths. Using discourse analysis, this paper identifies the storylines underlying sociotechnical imaginaries of urban carbon neutrality among the 17 founding members of the Carbon Neutral Cities Alliance, which is a network of local governments mainly from Europe and North America pioneering deep decarbonization. This paper elaborates on five storylines in urban carbon governance texts: 1. The diverse meanings of carbon neutrality 2. The new economy of carbon control 3. The city as a laboratory 4. Technological fixes and the modern city and 5. Reframing what it means to be a 'good' urban citizen. The developing sociotechnical imaginary of urban carbon neutrality is structuring shifts in policy and practice. Trends include a focus on technological fixes and innovation as solutions where private capital is a fundamental partner, as well as reflexivity about the experimental nature of achieving carbon neutrality.									5	0	0	0	0	5	4	14	2214-6296	2214-6326		WOS:000425247200018		
J	Dreier, Dennis; Silveira, Semida; Khatiwada, Dilip; Fonseca, Keiko V. O.; Nieweglowski, Rafael; Schepanski, Renan				Fonseca, Keiko/I-4501-2013; /G-4830-2015	Fonseca, Keiko/0000-0003-4685-299X; Khatiwada, Dilip/0000-0002-0033-9982; /0000-0001-7123-1824			Well-to-Wheel analysis of fossil energy use and greenhouse gas emissions for conventional, hybrid-electric and plug-in hybrid-electric city buses in the BRT system in Curitiba, Brazil								TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT				58		SI		122	138		10.1016/j.trd.2017.10.015				JAN 2018	2018	This study estimates Well-to-Wheel (WTW) fossil energy use and greenhouse gas (GHG) emissions for six types of city buses with conventional, hybrid-electric and plug-in hybrid-electric powertrains, including two-axle, articulated and bi-articulated chassis in the BRT (Bus Rapid Transit) system in Curitiba, Brazil. Particular emphasis is put on the operation phase (Tank-to Wheel, TTW) of the city buses using the Advanced Vehicle Simulator (ADVISOR). The simulations are based on real-world driving patterns collected from Curitiba, comprising 42 driving cycles that represent city bus operation on seven BRT routes with six operation times for each.Hybrid-electric and plug-in hybrid-electric two-axle city buses use 30% and 75% less WTW fossil energy per distance compared to a conventional two-axle city bus (19.46 MJ(fossil),(WTW)/km). This gives an absolute reduction of 1115 gCO(2)e,(WTW)/km in WTW GHG emissions when operating a plug-in hybrid-electric city bus instead of a conventional two-axle city bus (1539 gCO(2)e,(WTW)/km). However, a conventional bi-articulated city bus can be environment-friendlier than hybrid electric city buses in terms of WTW fossil energy use and WTW GHG emissions per passenger distance, if its passenger capacity is sufficiently utilised. Nonetheless, the plug-in hybrid-electric city bus remains the most energy-efficient and less polluting option. Hybrid-electric and plug-in hybrid-electric powertrains offer the possibility to achieve much higher levels of decarbonisation in the BRT system in Curitiba than the blending mandate of 7%(vol) biodiesel into diesel implemented in Brazil in 2016. In addition, the simulations show that TTW energy use can considerably vary by up to 77% between different operation times, BRT routes and types of city buses.In conclusion, advanced powertrains and large passenger capacity utilisation can promote sustainability in Curitiba's BRT system. The results of this analysis provide important insights for decision makers both in Curitiba and other cities with similar conditions.									10	0	0	0	0	10	1	17	1361-9209			WOS:000425198400010		
J	Nicolosi, Emily; Corbett, Julia B.					Nicolosi, Emily/0000-0003-2141-4192			Engagement with climate change and the environment: a review of the role of relationships to place								LOCAL ENVIRONMENT				23	1			77	99		10.1080/13549839.2017.1385002				2018	2018	A growing body of literature examines how human bonds with place influence engagement with climate change and other environmental issues. Yet, studies in this vein derive from a number of disconnected literatures with a variety of place concepts employed. We set out to assess the current state of knowledge in this field and provide a framework for analysing dimensions of relations to place and their links with environmental engagement. We systematically analysed the characteristics of 66 studies identified for: focus of research, location, methods, and findings, particularly whether relationships to place aided in environmental engagement. We also categorised the studies according to our dimensions of place relations framework, cultural and environmental contexts, and intensity of climate impacts experienced. The answer to our guiding research question - whether place attachment was an effective way to communicate with people about climate change and get them actively engaged with it - was yes (74.2%), but with considerable variation according to these characteristics and dimensions. Based on this analysis, we identify gaps in current research and suggest critical paths for future research, especially in terms of geography and demography because of their implications for justice and equity in the processes of climate change mitigation and adaptation. Needed future research includes studies of place relations in regards to climate change specifically, studies in the Global South, of minority populations, beyond rural areas, and qualitative or mixed-method studies able to draw out the complexities of relations to place.									6	0	0	0	0	6	2	29	1354-9839	1469-6711		WOS:000418959800005		
J	Schuetze, Franziska; Fuerst, Steffen; Mielke, Jahel; Steudle, Gesine A.; Wolf, Sarah; Jaeger, Carlo C.					Mielke, Jahel/0000-0002-1216-0760			The Role of Sustainable Investment in Climate Policy								SUSTAINABILITY				9	12					2221	10.3390/su9122221				DEC 2017	2017	Reaching the Sustainable Development Goals requires a fundamental socio-economic transformation accompanied by substantial investment in low-carbon infrastructure. Such a sustainability transition represents a non-marginal change, driven by behavioral factors and systemic interactions. However, typical economic models used to assess a sustainability transition focus on marginal changes around a local optimum, whichby constructionlead to negative effects. Thus, these models do not allow evaluating a sustainability transition that might have substantial positive effects. This paper examines which mechanisms need to be included in a standard computable general equilibrium model to overcome these limitations and to give a more comprehensive view of the effects of climate change mitigation. Simulation results show that, given an ambitious greenhouse gas emission constraint and a price of carbon, positive economic effects are possible if (1) technical progress results (partly) endogenously from the model and (2) a policy intervention triggering an increase of investment is introduced. Additionally, if (3) the investment behavior of firms is influenced by their sales expectations, the effects are amplified. The results provide suggestions for policy-makers, because the outcome indicates that investment-oriented climate policies can lead to more desirable outcomes in economic, social and environmental terms.									1	0	0	0	0	1	0	10	2071-1050			WOS:000419231500070		
J	Lewandowski, Stefan								Corporate Carbon and Financial Performance: The Role of Emission Reductions								BUSINESS STRATEGY AND THE ENVIRONMENT				26	8			1196	1211		10.1002/bse.1978				DEC 2017	2017	This article uses econometric techniques to examine the effect of corporate carbon performance on corporate financial performance. I extend the existing literature in this research field by differentiating between two measurement perspectives: carbon performance expressed as annually reported carbon dioxide (CO2) emission equivalents and improvements in carbon performance over time. Thereby, the article re-addresses the research question when and how does it pay to be green?' in the context of carbon emissions and climate change mitigation. Using a nonlinear modeling technique, the findings indicate that it pays to be green for companies with superior carbon performance but not for companies with inferior carbon performance. The results also show that carbon emission mitigation is linearly and significantly positive related to return on sales (ROS) but negatively related to Tobin's q. These contradictory findings help us to understand why - in spite of growing regulatory pressure - companies have been slow to respond with effective action to tackle climate change beyond marginal efficiency improvements that correspond to low-hanging fruits'. The empirical analysis is based on an unbalanced sample of 7625 firm-year observations covering carbon emission data (Scope 1 and Scope 2) for 1640 international firms from 2003 to 2015. Copyright (c) 2017 John Wiley & Sons, Ltd and ERP Environment									4	0	0	0	0	4	2	17	0964-4733	1099-0836		WOS:000417842500010		
